bab_id,class_id,subject_id,bab_name,description
BE206,2,EN001,Bab 7: Togetherness,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BE207,2,EN001,Bab 8: Safety,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BE300,3,EN001,Bab 1: Growth of Living Things,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BE301,3,EN001,Bab 2: Love Animals and Plants,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BE302,3,EN001,Bab 3: The Around Objects,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BE303,3,EN001,Bab 4: Rights and Obligation,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BE304,3,EN001,Bab 5: Weather,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BE305,3,EN001,Bab 6: Energy and Change,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BE306,3,EN001,Bab 7: Technological Development,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BE307,3,EN001,Bab 8: Pramuka (Scout),"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BE400,4,EN001,Bab 1: How Are You?,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BE401,4,EN001,Bab 2: How Do You Spell That?,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BE402,4,EN001,Bab 3: What is Your Name?,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BE403,4,EN001,Bab 4: Introducing Yourself,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BE404,4,EN001,Bab 5: Getting To Know Numbers,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BE405,4,EN001,Bab 6: What Colour Is It?,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BE406,4,EN001,Bab 7: Things in the Classroom,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BE407,4,EN001,Bab 8: Commands At School,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BE408,4,EN001,Bab 9: What do you do?,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BE500,5,EN001,Bab 1: What Time Is It,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BE501,5,EN001,Bab 2: What Day Is It Today,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BE502,5,EN001,Bab 3: When Were You Born,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BE503,5,EN001,Bab 4: Parts of Body,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BE504,5,EN001,Bab 5: Family Tree,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BE505,5,EN001,Bab 6: What Does She Look Like,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BE506,5,EN001,Bab 7: She Has A Pointed,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BE507,5,EN001,Bab 8: I Feel Happy,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BE600,6,EN001,Bab 1: How Many,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BE601,6,EN001,Bab 2: What Do You Need?,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BE602,6,EN001,Bab 3: What Do You Like To Drink?,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BE603,6,EN001,Bab 4: What Is Your Hobby?,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BE604,6,EN001,Bab 5: Conversation Around The School,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BE605,6,EN001,Bab 6: What Do You Think About,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BE606,6,EN001,Bab 7: How Do You Go To School?,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BE607,6,EN001,Bab 8: How Much Is It?,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BE608,6,EN001,Bab 9: Compass Point,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BE609,6,EN001,Bab 10: Shall I Get You Something,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BE610,6,EN001,Bab 11: My Possession,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BE611,6,EN001,Bab 12: I Have Headache,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BD100,1,ID001,Bab 1: Mari Berkenalan,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BD101,1,ID001,Bab 2: Menuntut Ilmu,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BD102,1,ID001,Bab 3: Belajar di Kelas,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BD103,1,ID001,Bab 4: Teman-Teman di Sekolah,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BD104,1,ID001,Bab 5: Bermain ,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BD105,1,ID001,Bab 6: Sahabat Baik,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BD106,1,ID001,Bab 7: Berperilaku Terpuji,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BD107,1,ID001,Bab 8: Liburan,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BD108,1,ID001,Bab 9: Binatang Kesayangan,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BD109,1,ID001,Bab 10: Cita-Cita,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BD200,2,ID001,Bab 1: Diri Sendiri,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BD201,2,ID001,Bab 2: Peristiwa Alam,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BD202,2,ID001,Bab 3: Kegiatan Sehari-Hari,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BD203,2,ID001,Bab 4: Hiburan,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BD204,2,ID001,Bab 5: Permainan,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BD205,2,ID001,Bab 6: Kesehatan,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BD206,2,ID001,Bab 7: Budi Pekerti,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BD207,2,ID001,Bab 8: Peristiwa,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
BD208,2,ID001,Bab 9: Kebersihan,"Lorem ipsum, dolor sit amet consectetur adipisicing elit. Sapiente pariatur dicta quasi fuga repudiandae perspiciatis odio facilis voluptate, ducimus rerum temporibus mollitia itaque magnam, illo eligendi? Ipsam officiis molestiae accusamus.Ratione soluta nam, reiciendis ipsa, fuga sequi officiis ipsam vel corrupti placeat, consectetur magni laboriosam ducimus architecto autem non totam sint voluptate beatae earum asperiores! Nulla odit laudantium sunt recusandae."
